job_title,company_name,experience,salary,location,key_skills,about_company,job_descriptio
Embedded Microsoft Windows C++ Application Developer,SHREYANVI ADVISORY SERVICES PRIVATE LIMITED,3 - 4 years,"₹ 5,00,000 - 11,00,000 P.A.",Hyderabad/Secunderabad,"Key Skills
Embedded C++
XvisorIot Application DevelopmentApple MAC C++ Embedded Application developerZenintegrityPython Embedded Application developerQNX
Skills highlighted with ‘‘ are preferred keyskills","About Company
We specialise in range of talent acquisition services by leveraging our domain knowledge built over decades to provide Talent acquisition & Skill development support in Domestic and International markets to our clients in IT and Non IT industries.

Thanks & Regards,
Naga Swapna M V,
Senior Manager |
SHREYANVI ADVISORY SERVICES PVT LTD.
Mobile: +91 9900914404 |
Email: swapna@sjadvisory.in | Website:sjadvisory.in
Company Info
Address# 34/4A, Vinayaka Arcade, Near RNSIT College, Raja Rajeshwari College, Bangalore - 560098","Embedded software development for systems with Linux OS or multi-threaded RTOS.
Exposure to ARM based microcontroller systems desired.
Experience in hands-on design, development and debugging
Strong understanding of C/ C++ programming concepts, and operating systems concepts.
Strong understanding of data structures and algorithms.
Desire to perform test-driven development and develop compilation-time unit-tests.
Experience in scripting languages like Python, Ruby, Lua, etc.(please consider as optional)
Familiarity with development tools such as GCC, GDB, Eclipse, GNU Make, etc.
Experience in Git, Jira and Confluence desired.

Must have
Embedded C++ and object oriented programming
Should have knowledge on Operating systems of Embedded Application Developer profile with a combination of any programming Language like Python, C++ and Windows or Apple MAC.
Ideal candidate should be core Developer with any of programming Language mentioned above."
Software Development Engineer II (Backend),InnovAccer3.6(104 Reviews),0 - 3 years,Not Disclosed,"Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru","Key Skills
Computer scienceSolution architectureHealth insuranceBackendSoftware Development Engineer IIRDBMSJavascriptHealthcareSubject Matter ExpertPython","About Company
Innovaccer Inc is a leading healthcare data activation platform company focused on delivering more efficient and effective healthcare through the use of pioneering analytics and transparent, clean, and accurate data. Innvoaccers aim is to simplify complex data from all points of care, streamline the information, and help organizations make powerful decisions and realize strategic goals based on key insights and predictions from their data. Its products have been deployed across more than 500 locations with over 10,000 providers leveraging it at institutions, governmental organizations, and several corporate enterprises such as Mercy ACO, StratiFi Health, Catalyst Health Network, Osler Health Network, and PHIX HIE. Innovaccer is based in San Francisco with offices around the United States and Asia.
Company Info
Websitehttps://innovaccer.com/careers/5817446002","Your Role
We at Innovaccer are looking for Software Development Engineer-II (Backend) to build the most amazing product experience. You ll get to work with other engineers to build delightful feature experience to understand and solve our customer s pain points.
A Day in the Life
Building efficient and reusable applications and abstractions.
Identify and communicate back-end best practices.
Participate in the project life-cycle from pitch/prototyping through definition and design to build, integration, QA and delivery
Analyse and improve the performance, scalability, stability, and security of the product
Improve engineering standards, tooling, and processes
What You Need
3 years of experience with a start-up mentality and high willingness to learn
Solid knowledge of Python and experience with any web framework (Django, etc)
Aggressive problem diagnosis and creative problem-solving skill
Experience in Web Services and REST.
Experience in RDBMS NoSQL database.
Experience in Solution Architecture.
Proven experience with Git.
Knowledge of high-level JavaScript concepts like asynchronous programming, closures, promises, data-binding, async-await, etc.
Bachelors degree in Computer Science/Software Engineering.
Preferred Skills
Expert in Python and Django Code Reviews
Server Deployment
Mongo DB/Postgres SQL DB
JIRA Administration"
Software Developer - Luxury D2C Retail & Tech,Aquis Search5.0(2 Reviews),2 - 4 years,"₹ 20,00,000 - 35,00,000 P.A.","Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR (WFH during Covid)","Key Skills
java
Python
Skills highlighted with ‘‘ are preferred keyskills","About Company
Our client is a retail and technology company co-founded by a team that has extensive experience in retail, technology and building early stage companies. You''ll work with a team of world-class talent from Stanford GSB, Wish.com, D.E. Shaw, Stitch Fix, Urban Outfitters, Wayfair, McKinsey, Nike etc. 
Company Info
Company Info
Address721,7th Floor, C Wing,215 Atrium,Andheri Kurla Roa, d,Andheri East, MUMBAI, Maharashtra, India","* Only candidates with 30 days notice period or serving notice period should apply

THE IDEAL CANDIDATE
The ideal candidate is a self-starter, problem-solver and successful in combining technology and data into best-in-class outcomes.  The candidate is energized by solving complex business problems and consistently effective in making high-judgement decisions at rapid pace amidst the frequent ambiguity that comes with charting a course of action with no precedent.  Moreover, the ideal candidate is energized by an environment where strategy, innovation and decision-making are intentionally distributed, where candor, speed and data are highly valued and colleagues at all levels hold each other to unusually high standards on behalf of firms' customers.
SDE-2 - E-com vertical
Were building software solutions in all the functional areas related to e-commerce, supply chain, logistics, and finance. Being a data-driven company, our huge tech investment is in building a sophisticated data engineering stack that will fuel all our decisions in product and growth, be it identifying the right number of buttons on a shirt or optimizing the customer acquisition cost on Facebook advertising, to name a few.
Responsibilities
Build and deploy scalable infrastructure on the cloud to cater to future growth.
Be at the forefront with the business team to learn, understand, identify and translate functional requirements into technical opportunities.
Implement solutions to evaluate and iterate marketing strategies to accelerate growth by reducing customer acquisition costs, increasing LTV, and improve repeat rate.
Own the low-level design and implementation while maintaining a high quality of programming standards
Maintain, contribute and adhere to our programming best practices and guidelines
Operational rigor for a rapidly growing tech stack
Time split - 80% hands-on programming and 20% business understanding and solutions
Requirements
2- 4 years of experience in building software solutions
Good at data structures and their practical applications
Proficiency with at least one of Java, Kotlin, Python, or Javascript
Proficiency with databases (relational or NoSQL)
Understanding of microservices and event-driven architecture
Understanding of and appreciation for CI/CD"
Full Stack Developer - Microservices Architecture,Hashtag Global Solutions,5 - 8 years,Not Disclosed,"Hyderabad/Secunderabad, Chennai","Key Skills
HTML
JavaCSSMYSQLFull StackMONGODBSpring BootNode.jsPerlSpringReactUNIXShellMicroservices ArchitectureJavaScriptMongoDBAngular 4OraclePython
Skills highlighted with ‘‘ are preferred keyskills","About Company
Leading Client
Company Info
Address.","- 6-8 years of experience developing software as afull Stack developer

- Hands on experience with multiple frontend languages and libraries (e.g. HTML CSS, JavaScript, Node.js, React)

- Hands on experience with back-end technologies (e.g. Java, Spring)

- Experience in Unix based development environment (UNIX, Shell, Perl, Python) is a plus

- Perform high quality software analysis, design, development and maintenance for the PayPal core technology platform

- Spends most of the time developing code, and efficiently produces elegant, clean code with no unnecessary complication or abstraction

- Experience with unit testing and tools

- Familiarity with common stacks

- Familiarity with databases (e.g. Oracle, MYSQL, MONGODB), web servers (e.g. Apache) and UI UX design

- Able to evangelize innovations, through prototyping or other means and typically finds solutions to the most challenging framework level bugs and issues.

- Excellent communication and teamwork skills"
Hadoop Developer,V Soft Consulting2.6(44 Reviews),6 - 11 years,Not Disclosed,"Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru","Key Skills
python
hiveJavamapreducesparkhdfshadoop ecosystem
Skills highlighted with ‘‘ are preferred keyskills","About Company
V - Soft Consulting.,
About us
Trusted since 1997 V-Soft is an innovative tech services company. V-Soft brings compelling value to their clients leveraging advanced and emerging tech to help clients lead their industry.
Custom Applications Development, IT Staffing, Mobile Web Development, Enterprise Apps, Mobile (iPhone, Android), Java Programming, Salesforce, ServiceNow Development, ServiceNow, Chatbots, and Artificial Intelligence.
This is Swetha’’ from V Soft Consulting
Company Info
AddressV-Soft Consulting 283/A, Kavuri Hills Rd, Kavuri Hills, Madhapur Hyderabad, Telangana 500033 Mobile : 9347308543 Email: stiruvuru@vsoftconsulting.com URL : www.vsoftconsulting.com","Primary Skill: Hadoop, Spark, Hive, HDFS, MapReduce, Hadoop Ecosystem, Java or Python
No of positions opened: 12
NP: Preferably Immediate to 15 Days
Mode of Hire: C2H
Designation: Consultant/Senior Consultant
Exp: 6 to 12 Yrs
Location: Hyderabad/Bangalore/Noida (C2H)
Role/Designation

Consultant / Senior Consultant
Education / Qualification

BE / MCA / Any masters degree in computer science
Certification

Preferred Microsoft certifications on Data Platform / AI
No of years of experience

6 to 12 years

Primary Skills (Must have)

Excellent verbal and written communication. Should be able to speak confidently throughout the conversation
Experience working with customer Business/IT team
1. Mandatory to have end-to-end experience working in a Hadoop Data environment (Dev, QA, and Prod) with large data sets (Petabytes).
2. Experience with MapReduce code builds and deployments for data sourcing and loads into the Hadoop ecosystem
3. Very comfortable with HIVE and HIVEQL
4. Comfortable with the broader Hadoop ecosystem – HDFS, Yarn, Ambari, Zookeeper, Presto
5. Experience working on Apache Spark creating data processing jobs and running them on Spark clusters
6. Data migration experience from Hadoop on Prem to HDInsights preferred.
7. Knowledge of challenges faced in converting MapReduce jobs to Spark.
8. Must have worked on several projects in the Big data space
Hands-on experience with the following
1. Hadoop, Spark, Hive & SQL
2. Java/ Python
Secondary skills (Good to have)

1. Experience working with Azure Data Services
Job/Role Description

The candidate is expected to play a Consultant/ Lead role who can interact with the customer, work with teams (local or remote), and lead the technical or business discussions in key meetings.
An ideal candidate must have been involved in this role, where she/he has led the design/implementation of several complex data-oriented solutions on the Hadoop Big Data Platform.
The role is a combination of design/implementation and consulting with hands-on experience. It will require one to envision, design, and implement the technical solution working with the customer and internal technical team."
Ruby on Rails Developer,Align Technology3.7(8 Reviews),2 - 5 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
JavascriptPythonWeb developmentHTTPDatabase designPostgresqlFront endDOMIT operationsMachine learning","About Company
Align Technology is a global medical device company with industry-leading innovative products -- Invisalign clear aligners and iTero Intraoral scanners -- that help dental professionals achieve the clinical results they expect and deliver effective, cutting-edge dental options to their patients.
Company Info
Websitehttps://jobs.aligntech.com/jobs/32170?lang=en-us&previousLocale=en-US","In this role, you will
Responsible for requirements definition, design and implementation of integrations and enterprise services in Ruby on Rails Heroku platform.
Responsible for contributing to and being a champion of Ruby on Rails Restful API best practices for enterprises services.
Responsible for working with business owners to propose high-quality user experience solutions for desktop and mobile web applications.
Responsible for working with tertiary groups such as Security, Architecture, IT Operations, and QA to ensure quality design, delivery, and adherence to corporate standards.
Develop web-based user interfaces, applications, and Web Service integration APIs using Ruby on Rails technologies.
In this role, you ll need
5+ years of overall software development experience, and 3+ years of scalable web applications in Ruby on Rails or NodeJS. Familiarity with other languages such as Python/GoLang is welcome.
Strong in front-end development, include HTML5, DOM, Javascript, CSS, etc.
Experienced PostgreSQL skills, including database design and optimization
Be mastery in Web development skills, including HTTP protocol, performance, security, API, and asynchronous tasks.
Able to write modular, clean, and testable as well as readable for others.
Experience in using Git source control
Good communication skills and teamwork skills, open-minded and tolerant, with a high sense of responsibility, positive and rigorous to work, good at thinking and brave to take responsibility.
Experience with cloud-based infrastructure (Aliyun, Heroku, Amazon) as a plus
Experience working with the global team as a plus"
PHP Full stack Developer,Dun & Bradstreet4.0(176 Reviews),8 - 13 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
PHP
JavaCSSMQWeb TechnologiesHTMLJSONWeb Application DevelopmentAngularJenkinsAWS/GCPSoftware DevelopmentIntegrationsJavascriptPython/Java
Skills highlighted with ‘‘ are preferred keyskills","About Company
Dun & Bradstreet (NYSE: DNB) grows the most valuable relationships in business.
By uncovering truth and meaning from data, we connect customers with the prospects, suppliers, clients and partners that matter most, and have since 1841.

Nearly ninety percent of the Fortune 500, and companies of every size around the world, rely on our data, insights and analytics.

We have the largest global commercial database on the planet, but ultimately, that€™s not our business. What we€™re really about is helping our customers build smart relationships. Our database holds information and insight on over 265 million businesses and you can take advantage of this powerful source of information in your business through a range of solutions and data integration options.
Company Info
Address5th Floor, Schindler House, Main Street, Sainath N, MUMBAI, Maharashtra, India","Key Requirements:
Bachelor’s Degree in computer science/computer engineering required.
8+ years’ experience in software development and engineering.
5+ years Python,PHP, Java or related computer language
Experience working with JS libraries like Backbone, ReactJS or Angular is preferred.
High comfort level writing JavaScript , HTML and CSS/LESS
Experience Desired:
Python/Java and PHP for web application development
Jenkins, MQ, Integrations, AWS/GCP
Agile development concepts
REST, JSON,SQL and distributed application development
Works on small to large, complex projects that require increased skill in multiple technical environments and possesses knowledge in a specific business area.
Strong written and communications skills a must. Must be able to document, present and articulate designs and technical decisions in front of teams and key business design makers.
Developer – loves to write code, build products and see your creations used by customers around the world."
Superset BI Reporting Developer,Artmac Soft,1 - 6 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
AutomationtableauGITAnalyticaldata visualizationApacheReporting toolsAnalyticsSQLPython","About Company
Artmac provides Digital, consulting and Management IT services to clients globally - As your trusted partner, letsreimagine how your business gets done. Merging your vision and our expertise, we help you achieve powerfulresults.Its our mission to help our customers achieve success.
Company Info
Websitehttps://artmacsoft.com/work-at-artmac/?job_id=z5G7h3l6a1kMvyS65NP3c1jhUVdksqv7jr0m0OnKTKI=","  1 to 6 years relevant working experience on BI Reporting
Working experience on Apache Superset
Designing dashboard with Apache Superset
Proficient in SQL and Python and/or R with the ability to learn other analytic tools.
Experience in using SQL IDE
Proficient in Excel and any BI reporting tools (Power BI, Tableau, Superset, etc).
Good understanding of data-warehousing with Redshift and/or Bigquery.
Handling huge volume of data to generate dashboard
Experience in Integration with Apache ECharts
Build Product Analytics and Marketing Analytics dashboards on the top of internal and external data-source for self-service analytics.
Designing micro-experience funnels and performing Funnel Analysis that shall help us make improvements in conversions, drop-offs, bottlenecks, etc.
Devise and evaluate methods to acquire data from external sources to measure and track competitive edge.
Responsible for tracking, reporting, and analyzing the performance of marketing activities, ad-hoc analytic requests, and development/automation of regular reports.
Assist in maintaining the data warehouse and modifying it as per the analytics requirement.
Assist in streamlining and automation of data pipelines to ensure rapid turnaround time for analytics.
Strong experience building analytics solutions using industry standard data visualization software (e.g., Tableau, Superset is a plus). Experience with owning data pipeline (ETL) to design, build, and rollout of analytical dashboards that support business needs
Strong knowledge of relational databases, ETL tools and frameworks (e.g., Hive, Presto, Snowflake, Airflow, Git)
Strong problem solving, quantitative and analytical abilities. Strong SQL skills, ability to perform effective querying involving multiple tables and subqueries.
Excellent communication, collaboration and delegation skills"
.NET Developer with AWS/Azure,Verisk Analytics4.0(24 Reviews),4 - 9 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
.NET
T-SQLC#AzurePostgreSQLAWSRESTfulPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
AIR Worldwide Corporation (AIR), USA, specializing in the field of catastrophe modeling and risk management, invites software professionals with a passion for challenge to develop IT-enabled software solutions for organizations across the world. AIR, headquartered in Boston, is one of the leading providers of analytical tools and software systems that help insurers, reinsures, and financial institutions manage their catastrophic risk due to natural and man-made disasters.
Company Info
AddressBlock C,2nd Floor,Divyasree Omega,Google Campus,Ko, Hyderabad, Telangana, India","Job Description
Have strong sense of ownership
Be focused, passionate, and strive to find simple solutions to complex problems
Have previous design/development experience with large-scale production systems and/or data platforms.
Strong experience with cloud-based applications
Be focused, passionate, and strive to find simple solutions to complex problems
Experience interfacing with external groups, product managers, partners, customers
Be comfortable working in a dynamic environment
Excellent communication skills (written and verbal)


Qualifications
You must have demonstrated experience in several of these domains and technologies:
Minimum of four (4) years full-time work experience in .Net with 1-2 years in an Azure/AWS environment
Good experiences with databases with PostgreSQL or T-SQL
Strong ability to build RESTful services in C# with .NET/.NET Core
Development experience using Python / Scala is a big plus
Certification in AWS/Azure skills is a big plus"
GIS Developer,RARR Technologies,6 - 8 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
GISPublishingPostgresqlWeb developmentJavascriptHTMLStored proceduresSQLPythonArcgis","About Company
Our Company is a guaranteed for its exceptional ELDF ( Enterprise Level Solution Development Firm ) for giving the particular services to different businesses with numerous physio-graphic puts over the world. We make the association for the intellectual business by working with up and coming latest advancements to serve the best client experience through customized benefits and upgraded collaboration.We are having a range of products like Customized ERP, Smart Dashboard, Audit, CRM and IOT.
Company Info
Websitehttps://www.rarrtech.com/job-view-details.php?jmId=1712&preferredLocation=Hyderabad&skillName=C","Experience and (just as important) interest in working in a variety of layers and technologies within development is a must.
This includes one or many of the following skills (walking down the stack):
.Net Cre (C#)
Rest API development,
AWS or similar cloud experience
Angular, ReactJS or some other modern Web Development framework
ESRI Enterprise/Portal/Server
ESRI Javascript API
Database development with SQL and stored procedures, etc. (PostgreSQL, Oracle, Sql Server)
Python
Nice to have:
ETL development (ArcPy, FME)
ArcGIS Server map publishing and support,
no-SQL and relational SQL databases
Data visualization (e.g., ESRI)
CSS and HTML
Containers (Docker, Kubernetes)"
GOLDENSOURCE LEAD DEVELOPERS,Swathi Business Solutions,8 - 13 years,Not Disclosed,"Noida, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/BengaluruView More","Key Skills
GITData modelingPackagingbusiness rulesPerlAgile methodologySVNBusiness solutionsSDLCPython","About Company
Swathi Business Solutions is a premier consulting company specially providing Consulting, R2D (Ready2 Deploy), Resourcing, Corporate training & Development Activities for IT and IT enabled clients in the Indian and Global markets for more than a decade. We have been successfully operating for a decade catering to all technologies with special focus on SAP and we are very effective in resourcing consultants on the new dimensional products (NDP) of SAP as well. We have the process of initial screening by a senior consultant who has got more than 14yrs of experience of leading & delivering projects.
Company Info
Websitehttps://www.swathisolutions.com/assets/src/career_view.php?view=575","Must have at least 6 - 8 yrs. of experience working in Golden source.
Must have Expertise in Golden source 8.x components viz.., Workflows, Connectors, Business Rules, GSOs.
Good understanding of Golden source data-model
Should have experience in Build and packaging using Installation center
Must have strong experience in Oracle11g 12g
Should have experience in any of the scripting languages (Shell / Perl /Python)
Experience in Java 1.7 and 1.8 versions is preferred.
Must have clear understanding about the SDLC lifecycle.
Experience in delivering projects in agile methodology would be added value
Experience in code management tools like SVN/git etc.
Strong Knowledge about Capital Markets Domain.
Should possess good knowledge of reference data.
Good team player and should have ability to lead the delivery end to end
Should have good external stakeholder communication"
Canonical OpenStack Software Developer at Accolite Digital,Accolite Digital4.0(256 Reviews),2 - 7 years,Not Disclosed,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/BengaluruView More","Key Skills
Canonical OpenStackDockerShell scripting
OpenStack ServicesJavaCephUbuntu LinuxKafkaELK StackGrafanaAnsiblerest apisKubernetesPython
Skills highlighted with ‘‘ are preferred keyskills","About Company
Company Introduction
Accolite Digital is a leading digital transformation services provider that delivers design-led, complex digital transformation initiatives to Fortune 500 clients. Our differentiated services span digital product engineering, cloud and DevOps, data and AI, customer experience, cyber security, and design services. Accolite Digital provides these services to the banking and financial services, insurance, technology, media and telecom, healthcare, and logistics industries. With more than 2,600 professionals globally, Accolite has presence across the United States, Canada, Mexico, Europe, and India, with digital labs in Bangalore, Hyderabad, Gurugram, and Chennai. For more information visit: www.accolite.com
Company Info
AddressUmiya Business Bay Tower-1,2nd Floor,Cessna Busine, er Ring Road.,BANGALORE, BANGALORE, Karnataka, India","Job Description
Canonical OpenStack Software Developer
Roles & Responsibilities
Should have experience of working as an Engineer / Software Developer on highly distributed cloud management platform using Canonical OpenStack .• Good understanding of all OpenStack Services (nova, cinder, swift, glance, keystone, and neutron).• Should have understanding of Juniper Contrail SDN and analytics platform.• Experience of working on skills like Ubuntu Linux, Kubernetes, Ceph, Java, Python, Ansible, Shell scripting, Docker ,ELK Stack, Kafka, Grafana.• Good Understanding of containers, hypervisors (virtualization), cloud computing and private-cloud architectures.• Should be hands-on with deploying and scheduling with CI/CD pipelines (Jenkins, GitLab CI, or similar).• Hands-on experience with configuration management solutions like Ansible or similar.• Strong understanding and experience leveraging REST APIs.• Good to have Telecom Domain, OSS, Network Monitoring understanding.• Ability to identify opportunities, create solutions, present them as business cases to key stakeholders and execute the solution proposed.• You are a self-motivated, innovative person with analytical, problem solving, organizational, and interpersonal skills with the capability to adapt and bring in new ideas
Eligibility
Bachelor's Degree in Engineering
Company Introduction
Accolite Digital is a leading digital transformation services provider that delivers design-led, complex digital transformation initiatives to Fortune 500 clients. Our differentiated services span digital product engineering, cloud and DevOps, data and AI, customer experience, cyber security, and design services. Accolite Digital provides these services to the banking and financial services, insurance, technology, media and telecom, healthcare, and logistics industries. With more than 2,600 professionals globally, Accolite has presence across the United States, Canada, Mexico, Europe, and India, with digital labs in Bangalore, Hyderabad, Gurugram, and Chennai. For more information visit: www.accolite.com"
Java Developer,Artmac Soft,1 - 2 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
AutomationgithubUsageFront endProduction supportPowershellJava J2Ee DeveloperAgileMonitoringPython","About Company
Artmac provides Digital, consulting and Management IT services to clients globally - As your trusted partner, letsreimagine how your business gets done. Merging your vision and our expertise, we help you achieve powerfulresults.Its our mission to help our customers achieve success.
Company Info
Websitehttps://artmacsoft.com/work-at-artmac/?job_id=z5G7h3l6a1kMvyS65NP3c1OB58GYyfAKzmkLXHqtsJM=","Job duties:
To make Enterprise Workload Automation Platform more reliable, efficient, and scalable.
Update and enhance monitoring / alerting (for conditions such as application-errors, high memory usage) and log aggregation approaches (to quickly access Generate reports using AWS CloudWatch, React)
Developing new user-facing features using React.js
Building reusable components and front-end libraries for future use
Translating designs and wireframes into high quality code
Optimizing components for maximum performance across a vast array of web-capable devices and browsers
Minimum Qualifications:
Bachelor’s degree with 1 to 2 year of experience in production support in Cloud platform with Java.Python, PowerShell, or Bash scripting knowledge and CICD experience
Preferred Qualifications
At least 1 years working in agile environment/code management (GitHub or SVN)/Chef, Ansible, or Puppet/Java and Kubernetes Operations/API support or creation experience AWS Certification"
Developer (API),Kyndryl4.0(512 Reviews),2 - 5 years,Not Disclosed,Hyderabad/Secunderabad,"Key Skills
Cloud ApplicationsCodingCloudSoftware development life cycleJavascriptDeploymentMongoDBSupervisionPythonmicroservices","About Company
Empowering progress while modernizing and managing the worlds mission-critical systems and services
Company Info
Websitehttps://krb-sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?partnerid=26059&siteid=5096&PageType=JobDetails&jobid=609080","As an application developer, you will design and run applications and systems using custom technologies. You will pursue their in-depth skills to deliver your insights throughout the software development life cycle, from concept and design to core testing, technical testing, and business processes / domains.
The ability to support the entire software lifecycle is critical to success in this role. The position requires good interpersonal and communication skills, the ability to solve complex problems, and applicable technical experience
At least 2 to 5 years of solid hands-on experience in developing enterprise cloud applications using Node.js or Python
Development and Coding experience in Python/Node JS Development and MongoDB.
Experience on Docker is mandatory.
Experience with Cloud deployment platforms.
Hands on experience with opensource development, microservices and its deployment on Kubernetes.
Maintain and enhance technical and professional skills.
Must be detail-oriented, professional, and self-directed.
Strong ability to communicate professionally both verbally and in writing.
Great team player and able to work efficiently with minimal supervision
Develop bug fixes for supported systems and tools.
Thirst for knowledge and how to apply learning to address current company projects"
Backend developer,RARR Technologies,3 - 8 years,Not Disclosed,"Noida, Mumbai, Hyderabad/Secunderabad, New Delhi, Pune, Chennai, Gurgaon/GurugramView More","Key Skills
BackendDjangoInfrastructureSeleniumPython","About Company
Our Company is a guaranteed for its exceptional ELDF ( Enterprise Level Solution Development Firm ) for giving the particular services to different businesses with numerous physio-graphic puts over the world. We make the association for the intellectual business by working with up and coming latest advancements to serve the best client experience through customized benefits and upgraded collaboration.We are having a range of products like Customized ERP, Smart Dashboard, Audit, CRM and IOT.
Company Info
Websitehttps://www.rarrtech.com/job-view-details.php?jmId=1985&preferredLocation=Chennai%2C+Delhi%2C+Gurgaon%2C+Hyderabad%2C+Mumbai%2C+Noida%2C+Pune&skillName=Django%2C+Python%2C+REST+API","  Backend developer for BIP - 3 yrs+ experience in Python and Django skillset
Experience with one or more REST API libraries - ideally Django Rest Framework OR Flask, Tornado or FastAPIWriting tests using Pytest
using Celery with DjangoDevOps/Infrastructure -docker/docker-compose, RabbitMQ, Redis
using Selenium with Python"
AWS Developer,Mapout Digital Solutions Inc,6 - 8 years,"₹ 5,00,000 - 13,00,000 P.A.",Hyderabad/Secunderabad,"Key Skills
AWS developer
pythonreact jsangular jsecsfargateeksNosql Databaseruby
Skills highlighted with ‘‘ are preferred keyskills","About Company
https://www.thecompanycheck.com/company/digital-mapout-solutions-india-private-limited/U72900TG2021PTC154867
Company Info
AddressHyderabad, Madhapur","Skills:
Your Role and Responsibilities
Leads the cloud application development/deployment for client based on AWS development methodology, tools and best practices.
Leads the execution of the project by working with a senior level resources on assigned development/deployment activities and design, build, and maintain cloud environments focusing on uptime, access, control, and network security using automation and configuration management tools.
Experience level knowledge on AWS Deployment Services, AWS beanstalk, AWS tools & SDK, AWS Cloud9, AWS Code Star, AWS Command line interface etc. and hands on experience on AWS ECS, AWS ECR, AWS EKS, AWS Fargate, AWS Lambda function, Elastic Cache, S3 objects, API Gateway, AWS Cloud Watch and AWS SNS.
Required Technical and Professional Expertise
5+ year's overall development experience and 7+ year's enterprise software experience.
Should be AWS certified Developer nd Responsibilities

Interested candidates can apply
Due to privacy it is removed it
9391865852"
Senior Data Engineer,InnovAccer3.6(104 Reviews),1 - 4 years,Not Disclosed,"Noida, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Key Skills
Computer scienceAnalytical skillsHealth insurancetableauData modelingSubject Matter ExpertUS healthcareAnalyticsSQLPython","About Company
Innovaccer Inc is a leading healthcare data activation platform company focused on delivering more efficient and effective healthcare through the use of pioneering analytics and transparent, clean, and accurate data. Innvoaccers aim is to simplify complex data from all points of care, streamline the information, and help organizations make powerful decisions and realize strategic goals based on key insights and predictions from their data. Its products have been deployed across more than 500 locations with over 10,000 providers leveraging it at institutions, governmental organizations, and several corporate enterprises such as Mercy ACO, StratiFi Health, Catalyst Health Network, Osler Health Network, and PHIX HIE. Innovaccer is based in San Francisco with offices around the United States and Asia.
Company Info
Websitehttps://innovaccer.com/careers/6225879002","Your Role
We are looking for a Senior Data Engineer to help our customers explore their healthcare data, understand how to improve the health of the population and bring down the cost of healthcare.
A Day in the Life
Play with and transform data.
Work towards creating easy-to-digest analytical reports for US healthcare customers.
Design and build interfaces that facilitate workflows between Data Activation Platform and client third party systems as scoped while complying with respective standards and industry best practices.
Define and document best practices along with thorough message specifications.
Monitor and tune the configuration of interfaces for high availability once deployed in production environments.
Understand Innovaccer data warehousing concepts and implement best practices.
Work on creating in-house predictive models to forecast medical events.
What You Need
3 years in an analytics role in data services/product firm.
Data modeling ability - knowledge of different data modeling concepts.
Hands-on experience in creating statistical models; understanding when to use which model to fit the data better.
Strong knowledge of SQL and able to write complex SQL queries.
Exposure to Python Libraries - Numpy, Scipy, Scikit-Learn.
Hands-on experience with BI tools such as Power BI / Tableau / Sisense.
Self-starter, curious, accountable, enjoys a healthy level of autonomy, strong work ethic, and success in a fast-paced, high-intensity startup environment.
Extensive experience relaying technical and non-technical information clearly and concisely.
Demonstrated expert problem-solving and analytical skills.
Excellent oral and written communication skills.
Excellence in multitasking and managing multiple high-priority customer engagements at once.
Ability to assess complex client environments and workflows and arrive at integration solutions to satisfy seamless experience between our platform and theirs.
Ability to mentor junior team members and introduce industry expertise and best practices across integration development.
Bachelor s degree in Engineering, Computer Science. An advanced degree in any of the areas above would be a plus.
Preferrefd Skills
Knowledge of SQL, ETL, and PowerBI / Tableau / Sisense.
Experience in US Healthcare"
